survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
1,27,79,119,1,1979,1,1,1,3,4.0,1994.0,35000,1,0,50.0,2,175,130,5,5,5,4,1.0,1,2,1,4,1,1,1,4,4,3,5,4,4,3,4,5,5,5,2,3,1,5.0,3.0,1,3,1,1,1,1,1,5.0,19.0,1.0,4.0,1,2,2,2,35000.0,4,1,1,1,2,1,1,2.0,3,2005.0,1981.0,2005.0,4.0,1.0,1.0,0.0,5.0,-1.0,-1.0,1951,3,1,3,1953,3,1,15,3,2,4,3,200000.0,2,2,4,3,5,4,1,4,2,3,-8,-8,1,2,40,40.0,50,50,50.0,50,50,50,50,1,2015,3,19,7,5,36
2,18,53,87,1,1994,1,1,3,10,1.0,2013.0,1000,2,0,100.0,16,173,140,5,4,4,1,1.0,3,2,2,3,5,1,3,4,3,1,4,4,3,1,2,5,4,1,3,4,5,2.0,3.0,3,2,5,3,8,3,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,50000.0,4,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1973,4,1,2,1974,3,1,2,2,1,4,2,100000.0,4,4,4,4,5,4,4,4,4,4,4,4,2,5,85,90.0,70,75,75.0,80,80,75,80,2,2015,3,17,7,4,21
2,27,77,117,2,1951,1,1,1,1,-1.0,-1.0,18000,1,0,60.0,4,155,120,2,2,5,1,1.0,1,1,2,2,1,1,2,5,5,5,4,4,5,5,1,5,2,5,2,3,1,5.0,6.0,1,4,5,2,7,1,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,20000.0,2,3,1,2,2,1,1,0.0,2,1975.0,1952.0,-1.0,3.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,-2,3,4,2,-2,1,1,16,2,1,4,2,3000.0,4,4,4,4,4,-8,3,3,4,2,-8,-8,1,5,100,100.0,70,100,100.0,100,70,100,70,5,2015,3,12,7,3,64
1,11,30,53,1,1956,1,1,1,6,4.0,1973.0,30000,4,1,100.0,2,170,120,4,4,3,1,1.0,2,2,2,4,4,1,1,5,4,4,4,4,3,1,2,5,1,3,3,3,2,2.0,4.0,2,2,4,3,5,4,1,7.0,5.0,1.0,4.0,1,1,2,2,30000.0,3,3,2,2,2,2,1,1.0,3,1984.0,1959.0,1984.0,4.0,1.0,1.0,0.0,1.0,7.0,1.0,1935,4,4,3,1935,3,1,2,3,1,4,3,10000.0,5,4,4,4,4,4,4,5,4,4,4,4,1,4,70,80.0,70,80,80.0,70,60,70,80,2,2015,3,9,7,2,59
1,21,64,102,1,1994,1,1,1,4,4.0,2008.0,48000,1,0,100.0,16,185,136,5,5,5,4,1.0,1,1,1,3,5,1,4,3,4,4,4,4,3,1,1,4,5,1,4,4,2,7.0,3.0,1,4,4,4,4,4,1,3.0,4.0,1.0,2.0,2,2,2,2,200000.0,1,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1964,4,1,1,1963,6,1,1,3,1,4,2,50000.0,1,-8,-8,-8,5,1,1,2,1,1,-8,-8,1,2,100,100.0,100,100,100.0,100,100,100,100,0,2015,3,16,7,4,21
1,4,7,14,2,1952,1,1,1,4,4.0,1972.0,35000,1,0,25.0,256,158,140,2,2,5,5,1.0,1,1,5,5,1,1,1,4,5,5,5,4,4,1,1,5,5,5,2,5,1,2.0,5.0,1,4,3,3,5,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,56000.0,2,3,1,2,2,0,1,0.0,3,1979.0,1953.0,1979.0,4.0,1.0,5.0,20000.0,5.0,-1.0,-1.0,-2,2,1,1,1930,1,1,15,2,1,5,3,43000.0,5,-8,-8,-8,5,5,2,5,1,5,-8,5,3,3,100,100.0,100,100,100.0,100,100,100,100,3,2015,4,10,10,2,63
2,28,81,121,1,1942,1,1,1,3,2.0,-1.0,1080,1,0,100.0,64,165,80,3,2,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,1,5,5,5,5,5,4,5,1,1.0,1.0,1,4,5,5,5,4,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,1080.0,2,3,1,2,2,1,1,0.0,3,1964.0,1944.0,1964.0,1.0,1.0,1.0,960.0,4.0,-1.0,-1.0,1901,1,1,2,1905,1,1,2,2,2,3,2,18000.0,5,4,4,4,5,4,4,4,4,4,-8,-8,2,4,80,80.0,70,80,70.0,70,60,70,70,2,2015,3,10,7,2,73
1,10,27,50,1,1942,1,1,1,4,4.0,1957.0,0,1,0,300.0,2,172,130,3,4,4,1,1.0,3,2,4,3,2,1,2,5,4,3,3,4,1,2,1,5,4,5,2,3,3,5.0,1.0,1,4,5,5,-8,5,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,35000.0,4,3,1,2,2,1,0,0.0,7,1961.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,1924,1,1,2,2,2,4,2,40000.0,5,5,4,4,5,5,4,5,4,5,-8,5,3,4,80,80.0,80,70,60.0,70,80,80,80,6,2015,3,19,7,5,73
2,9,21,43,1,1947,1,1,1,6,4.0,1978.0,6000,1,0,65.0,2,166,120,3,3,4,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,4,5,4,5,4,5,3,2,2,1.0,4.0,1,4,5,4,5,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,6000.0,2,2,1,2,2,0,1,0.0,3,1981.0,1947.0,1981.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,5,2,20000.0,5,5,5,5,5,3,3,5,5,4,-8,4,4,5,90,90.0,90,90,90.0,90,80,80,70,0,2015,3,15,7,4,68
1,28,81,122,2,1967,1,1,1,4,4.0,1984.0,12000,1,0,140.0,4,160,107,3,4,3,2,1.0,2,1,1,4,2,1,1,5,2,4,5,4,4,5,2,2,2,5,3,3,1,2.0,3.0,3,3,5,4,6,4,1,8.0,20.0,2.0,4.0,1,1,2,2,90000.0,4,3,1,2,2,1,2,1.0,3,1990.0,1976.0,1990.0,4.0,1.0,2.0,50000.0,1.0,1.0,1.0,1938,3,1,2,1941,1,1,2,2,1,4,2,30000.0,5,5,-8,-8,5,-8,3,3,3,3,-8,-8,2,4,60,60.0,60,60,60.0,60,60,60,60,3,2015,3,17,7,4,48
2,2,2,9,1,1981,8,1,1,4,4.0,2008.0,25000,1,0,80.0,16,165,110,4,4,4,1,1.0,4,2,2,4,1,3,1,5,2,4,5,4,3,1,3,5,5,5,3,3,3,3.0,5.0,6,3,1,3,6,3,1,3.0,14.0,1.0,3.0,1,1,2,2,120000.0,2,2,3,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1950,3,1,2,1957,3,1,2,3,1,4,2,5.0,2,2,4,4,4,4,4,4,2,4,-8,-8,2,4,80,80.0,70,70,70.0,80,80,60,60,3,2015,3,16,7,4,34
1,19,57,91,2,1949,1,0,8,7,4.0,1985.0,4000,1,0,50.0,256,150,120,3,3,3,4,3.0,4,2,2,4,1,3,1,5,3,3,4,5,4,5,1,5,5,5,2,4,2,7.0,7.0,2,4,6,6,6,3,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,200000.0,2,3,1,2,2,0,2,0.0,3,1971.0,1947.0,1971.0,3.0,4.0,5.0,36000.0,5.0,-1.0,-1.0,-2,4,-8,2,-2,3,1,15,2,1,3,2,1600000.0,5,4,2,1,4,4,2,2,1,2,4,1,1,3,90,85.0,80,90,85.0,90,90,85,90,2,2015,3,15,7,4,66
1,19,57,91,1,1950,1,1,1,4,4.0,1966.0,40000,1,0,35.0,2,170,120,4,4,4,5,1.0,4,4,4,4,2,1,1,5,2,2,2,2,3,2,1,5,5,1,3,4,2,3.0,3.0,1,2,5,5,5,5,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,70000.0,2,3,1,2,2,1,0,0.0,3,1982.0,1954.0,1982.0,6.0,1.0,5.0,30000.0,5.0,-1.0,-1.0,1917,3,1,10,1917,1,1,1,2,2,4,2,50000.0,4,5,4,4,4,5,4,4,4,5,-8,-8,3,4,80,70.0,80,80,80.0,80,90,90,90,0,2015,3,10,7,2,65
1,21,61,97,2,1975,1,0,3,4,4.0,-2.0,30000,1,0,300.0,2,155,87,2,3,3,4,1.0,3,2,1,5,3,1,1,5,4,3,5,4,4,1,1,5,4,1,3,5,3,2.0,2.0,2,2,5,5,-8,5,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,66666.0,2,3,1,2,2,1,0,0.0,3,1998.0,1976.0,1998.0,4.0,1.0,4.0,60000.0,1.0,3.0,1.0,1948,9,4,1,1948,1,1,2,3,1,4,2,30000.0,4,3,4,3,5,5,3,3,4,3,-8,-8,1,4,50,60.0,50,50,50.0,50,60,50,50,5,2015,3,19,7,5,40
1,15,41,72,1,1997,1,1,1,7,4.0,2015.0,0,2,0,96.0,256,170,130,5,5,5,2,1.0,3,3,2,4,3,1,3,5,2,3,5,3,3,1,2,5,5,2,2,4,2,3.0,2.0,1,4,5,4,7,5,6,-1.0,-1.0,-1.0,-1.0,1,2,2,2,50000.0,4,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1971,4,1,5,1974,4,2,5,2,2,3,2,-2.0,4,4,4,4,4,4,4,4,3,3,3,3,2,3,50,40.0,40,50,40.0,50,50,50,50,4,2015,3,15,7,4,18
2,4,7,22,2,1967,1,1,1,4,4.0,1983.0,0,1,0,170.0,2,162,160,2,2,3,1,1.0,1,1,1,4,1,1,1,5,2,3,4,3,3,1,1,5,3,5,4,4,4,1.0,1.0,1,4,6,4,8,5,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,40000.0,3,2,1,1,2,0,1,0.0,3,1991.0,1963.0,1991.0,4.0,1.0,1.0,40000.0,1.0,5.0,1.0,1937,4,1,-8,1942,3,1,2,3,3,4,2,50000.0,4,4,4,4,5,4,4,5,4,3,1,4,3,4,90,90.0,80,90,90.0,90,80,90,80,5,2015,3,18,8,5,48
2,9,20,42,1,1956,1,1,1,3,4.0,1970.0,7000,1,0,120.0,2,165,110,4,4,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,2,3,1,5.0,5.0,1,4,2,1,2,1,2,-1.0,-1.0,-1.0,-1.0,1,1,2,2,15000.0,2,2,1,2,2,2,0,0.0,3,1980.0,1956.0,1980.0,3.0,1.0,1.0,3000.0,3.0,-1.0,-1.0,1923,2,1,2,1928,1,1,2,3,1,4,2,50000.0,4,4,4,4,4,4,3,4,3,-8,-8,-8,3,5,60,80.0,80,80,80.0,80,80,70,70,6,2015,3,8,7,2,59
1,10,25,47,2,1988,1,1,1,10,4.0,2011.0,100000,1,0,100.0,16,168,116,5,5,5,1,1.0,1,2,3,5,5,2,1,3,3,4,4,4,3,1,4,4,5,1,4,5,2,6.0,3.0,6,2,8,5,9,5,5,-1.0,-1.0,-1.0,-1.0,1,1,1,2,-2.0,2,3,2,1,2,0,0,0.0,3,2014.0,1988.0,2014.0,12.0,1.0,2.0,200000.0,1.0,2.0,1.0,1963,6,1,9,1963,6,1,15,2,2,4,2,2000000.0,4,4,4,4,4,5,4,4,3,4,3,4,3,4,80,60.0,70,70,60.0,70,70,70,60,1,2015,3,18,7,5,27
1,27,79,119,1,1969,1,1,1,3,2.0,-1.0,10000,1,0,85.0,256,168,140,2,2,4,1,1.0,4,1,1,3,1,1,2,5,4,1,5,3,4,2,3,5,5,5,2,3,1,6.0,5.0,4,2,4,3,6,1,1,5.0,20.0,1.0,3.0,1,1,2,2,25000.0,3,2,0,2,2,1,0,0.0,3,1995.0,1977.0,1995.0,4.0,1.0,1.0,15000.0,1.0,6.0,1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,100000.0,4,3,4,3,4,4,2,4,3,2,2,3,2,3,70,40.0,50,50,50.0,50,60,60,50,3,2015,3,11,7,2,46
1,15,39,70,1,1939,1,1,1,6,4.0,-2.0,30000,1,0,90.0,2,170,160,4,4,4,5,1.0,5,3,2,5,1,1,1,5,5,1,5,5,5,5,1,5,5,5,2,4,1,7.0,7.0,1,4,5,7,-8,7,1,2.0,22.0,1.0,4.0,1,1,2,2,60000.0,2,2,1,2,2,1,1,0.0,3,1993.0,1946.0,1993.0,4.0,1.0,2.0,30000.0,1.0,3.0,1.0,-2,14,1,2,-2,1,1,2,2,2,3,2,3000.0,5,4,5,5,5,5,4,5,5,5,3,3,2,5,80,60.0,-2,-2,-2.0,-2,80,-2,-2,6,2015,3,8,7,2,76
1,10,27,49,1,1973,1,1,1,10,4.0,1993.0,500000,1,0,60.0,4,170,140,5,4,4,2,2.0,5,5,2,2,4,1,1,3,2,1,4,2,3,2,2,4,4,1,3,4,3,6.0,2.0,6,5,5,2,5,5,1,3.0,21.0,1.0,2.0,1,1,1,1,1000000.0,4,3,4,1,20,2,0,2.0,3,2002.0,1977.0,2002.0,7.0,1.0,2.0,150000.0,1.0,2.0,1.0,1944,3,1,2,1958,3,1,2,2,2,4,2,3000000.0,4,4,5,5,4,3,4,4,3,4,-8,3,1,4,40,50.0,35,50,60.0,40,45,60,50,0,2015,3,9,7,2,42
2,6,16,32,1,1966,1,1,1,3,2.0,-1.0,10000,1,0,80.0,2,165,130,5,5,5,4,2.0,1,1,1,3,1,1,2,5,3,5,5,5,4,5,5,5,5,5,1,1,1,-1.0,-1.0,2,4,4,3,6,2,1,5.0,10.0,2.0,3.0,1,2,2,2,25000.0,3,3,1,2,2,0,1,1.0,3,-2.0,1969.0,-2.0,3.0,1.0,1.0,10000.0,1.0,3.0,1.0,-2,1,1,2,-2,1,1,2,2,1,4,3,50000.0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,60,60.0,60,60,60.0,60,60,60,60,6,2015,3,10,8,2,49
1,17,48,80,1,1976,1,1,1,10,4.0,2000.0,10000,1,0,85.0,6,168,160,3,3,4,1,4.0,2,2,3,4,4,2,2,4,4,3,5,4,3,4,3,3,4,1,2,4,2,4.0,2.0,2,4,3,1,4,2,1,3.0,20.0,1.0,3.0,1,1,2,2,20000.0,3,3,2,2,2,0,1,1.0,3,2000.0,1977.0,2000.0,5.0,1.0,1.0,-1.0,5.0,-1.0,-1.0,1949,1,4,2,1950,3,1,15,2,1,4,2,30000.0,5,5,5,5,4,5,5,5,1,5,2,5,2,3,80,70.0,80,80,80.0,80,70,70,80,6,2015,3,10,7,2,39
1,4,7,14,2,1971,8,1,3,12,4.0,1992.0,96000,4,0,50.0,256,167,120,4,5,5,5,2.0,2,2,4,3,5,5,4,4,4,4,4,4,3,3,2,4,5,1,4,4,4,1.0,2.0,1,2,6,4,6,6,1,3.0,23.0,1.0,2.0,1,1,1,1,200000.0,3,2,1,1,12,1,0,1.0,3,1997.0,1970.0,1997.0,12.0,4.0,4.0,100000.0,1.0,3.0,1.0,1943,4,4,1,1943,4,1,1,2,3,3,3,120000.0,4,3,5,4,5,5,4,4,1,4,4,4,2,4,0,0.0,60,60,50.0,60,60,70,70,5,2015,4,13,10,3,44
1,1,1,3,2,1946,1,1,1,4,4.0,1962.0,37200,1,0,59.6,8,160,130,3,4,4,2,1.0,2,2,4,5,1,1,2,5,1,4,4,4,4,5,1,5,5,5,1,4,1,-1.0,-1.0,6,2,6,8,6,6,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,80400.0,2,3,2,2,2,1,1,0.0,3,1970.0,1944.0,1970.0,4.0,4.0,2.0,43200.0,5.0,-1.0,-1.0,-2,2,1,12,-2,2,1,16,2,2,3,3,54000.0,3,3,3,3,3,3,3,4,3,3,3,3,3,3,40,20.0,50,50,50.0,60,50,50,50,4,2015,3,10,8,2,69
1,4,7,20,1,1981,1,1,1,10,4.0,2004.0,84000,1,0,18.0,256,180,166,4,4,3,1,2.0,1,1,2,2,5,3,4,4,4,4,4,4,4,2,3,4,5,1,3,4,3,7.0,3.0,2,2,3,2,5,3,1,3.0,8.0,1.0,3.0,1,1,1,1,14000.0,2,2,1,2,12,0,0,0.0,3,2011.0,1982.0,2011.0,12.0,4.0,2.0,50000.0,1.0,3.0,1.0,1952,-8,1,2,1954,3,1,15,3,2,5,4,200000.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,80,50.0,0,60,60.0,60,10,70,50,6,2015,4,14,10,4,34
2,9,23,45,1,1951,1,1,1,4,2.0,1966.0,24000,4,1,200.0,6,162,124,3,3,5,5,3.0,2,2,1,4,1,1,1,5,4,4,5,3,4,5,5,5,5,5,3,4,2,2.0,6.0,3,4,4,3,4,1,1,5.0,42.0,2.0,3.0,1,1,2,2,24000.0,2,3,1,2,2,0,2,0.0,3,1976.0,1953.0,1976.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1928,-8,1,1,1927,1,1,15,2,1,4,2,50000.0,4,4,-8,4,5,5,3,3,4,4,-8,4,2,4,80,80.0,60,70,75.0,80,80,60,60,3,2015,3,17,7,4,64
1,5,8,24,2,1960,1,1,1,6,4.0,1978.0,15000,1,0,62.0,2,166,130,4,4,4,2,1.0,1,1,1,5,3,1,1,3,3,5,5,4,4,5,5,5,5,2,3,3,1,3.0,4.0,1,1,4,3,5,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,15000.0,1,3,1,2,2,0,1,0.0,7,1980.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,4,1,1,-2,3,1,15,2,1,5,3,2500.0,2,2,2,2,4,3,2,2,2,2,2,2,1,4,80,50.0,60,70,70.0,70,70,70,70,1,2015,3,15,8,4,55
1,1,1,5,2,1943,1,1,1,6,4.0,-1.0,32000,1,0,13.0,2,152,140,1,3,3,2,3.0,3,2,2,4,1,1,1,5,4,1,2,4,3,5,3,5,5,5,3,3,1,1.0,2.0,2,3,7,6,6,6,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,32000.0,2,3,1,2,2,2,0,0.0,2,-3.0,1957.0,-1.0,12.0,1.0,2.0,32000.0,5.0,-1.0,-1.0,-2,-8,1,-8,-2,-8,-8,-8,2,2,3,2,-2.0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,80,60.0,60,60,60.0,60,60,70,60,0,2015,3,14,9,4,72
1,15,41,72,2,1974,1,1,1,5,4.0,-2.0,0,1,0,100.0,16,165,115,1,2,3,2,1.0,3,3,1,4,1,1,1,5,3,2,5,4,4,5,5,5,5,4,3,4,3,2.0,2.0,1,2,5,4,5,6,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-2.0,3,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1946,1,4,-8,1947,1,1,-8,3,2,3,2,-2.0,4,4,-8,-8,5,5,4,4,4,-8,-8,-8,4,5,-2,50.0,50,60,50.0,50,50,60,60,4,2015,3,19,7,5,41
1,10,27,50,1,1981,1,1,1,9,4.0,2002.0,70000,1,0,200.0,16,173,130,4,5,5,1,2.0,2,2,1,2,4,3,3,5,4,4,4,4,2,4,4,5,4,1,4,4,2,2.0,2.0,1,3,6,3,8,6,1,2.0,13.0,1.0,4.0,2,1,2,2,100000.0,3,3,1,2,2,1,0,1.0,3,2007.0,1982.0,2007.0,4.0,1.0,1.0,20000.0,1.0,6.0,1.0,1948,4,1,9,1951,3,1,9,2,1,5,2,120000.0,4,5,4,4,4,3,2,5,4,2,-8,-8,2,4,80,70.0,30,70,30.0,20,50,60,80,1,2015,3,10,7,2,34
1,19,57,91,2,1962,1,1,1,6,4.0,1980.0,25000,1,0,33.0,2,156,100,2,3,1,5,1.0,4,1,1,5,5,2,1,4,3,1,4,4,4,2,3,5,5,1,2,5,3,6.0,5.0,2,3,3,3,3,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,25000.0,1,2,1,2,2,1,0,0.0,6,1988.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1935,4,1,4,1937,3,1,1,3,2,4,2,60000.0,3,3,-8,-8,3,3,2,2,3,3,-8,4,1,2,50,30.0,30,30,30.0,30,30,30,30,1,2015,3,15,7,4,53
2,6,13,29,2,1995,1,1,1,10,4.0,2015.0,0,1,0,140.0,128,150,100,4,4,4,1,1.0,2,2,1,4,5,3,2,2,3,4,4,3,3,2,3,4,5,2,2,2,3,2.0,2.0,2,4,4,3,6,3,6,-1.0,-1.0,-1.0,-1.0,1,2,2,2,50000.0,4,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1968,4,1,2,1976,4,1,2,2,2,5,2,50000.0,3,3,4,3,4,3,2,3,4,3,3,2,2,4,97,84.0,85,81,88.0,81,81,82,84,3,2015,3,11,8,2,20
1,10,27,49,1,1953,1,1,2,6,4.0,1971.0,45000,1,0,65.0,256,176,155,4,4,4,2,3.0,4,2,4,4,2,3,1,5,4,1,4,4,4,3,2,5,5,4,3,4,1,6.0,5.0,6,2,5,5,5,5,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,90000.0,2,3,-3,2,2,1,0,0.0,3,1977.0,1955.0,1977.0,6.0,1.0,2.0,45000.0,5.0,-1.0,-1.0,1931,3,1,2,1932,1,1,2,2,2,4,2,60000.0,4,3,-8,-8,5,5,4,5,4,4,4,5,3,3,80,70.0,70,68,70.0,80,60,80,83,0,2015,3,9,7,2,62
2,28,81,123,2,1942,1,1,1,3,3.0,-1.0,1080,1,0,220.0,8,145,100,4,3,2,1,1.0,1,1,1,4,1,1,1,5,5,5,5,3,4,5,2,5,5,5,4,4,1,1.0,2.0,5,4,5,4,6,3,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,-2.0,2,3,1,2,2,1,2,0.0,3,1961.0,1938.0,1961.0,3.0,4.0,4.0,14400.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,-2.0,4,4,4,4,4,-8,3,-8,4,3,-8,4,1,4,100,100.0,100,100,100.0,100,100,100,100,3,2015,3,8,7,2,73
2,10,25,47,1,1971,1,1,1,4,4.0,1987.0,10000,1,0,215.0,6,172,130,5,4,4,1,1.0,2,2,3,5,2,1,1,5,5,5,4,3,4,5,5,5,3,4,4,3,2,1.0,3.0,1,4,1,1,2,1,3,-1.0,-1.0,-1.0,-1.0,2,2,2,2,20000.0,2,3,1,2,2,1,0,0.0,3,1992.0,1970.0,1992.0,3.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,1945,4,1,2,1948,1,1,2,2,2,4,2,30000.0,5,4,4,4,5,5,5,5,3,3,3,3,1,5,90,90.0,90,95,90.0,95,90,90,90,3,2015,3,12,7,3,44
2,13,35,65,2,1960,6,1,1,6,4.0,-2.0,3500,1,0,190.0,6,160,95,3,3,4,1,1.0,1,1,1,4,1,1,1,5,5,5,4,5,5,5,5,5,5,5,2,2,1,3.0,7.0,1,4,5,2,7,2,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,9000.0,2,2,1,2,2,1,1,0.0,3,1980.0,1958.0,1980.0,6.0,1.0,1.0,5500.0,2.0,-1.0,-1.0,-2,14,1,1,-2,14,1,2,2,1,4,2,70000.0,5,5,5,4,4,4,3,4,4,4,-8,4,4,3,80,80.0,-2,80,60.0,70,80,70,70,0,2015,3,8,9,2,55
1,23,68,108,2,1966,1,1,1,10,4.0,1996.0,40000,1,0,110.0,4,155,102,4,5,5,2,3.0,4,4,2,5,5,3,3,4,2,1,2,2,3,2,3,4,3,1,4,4,3,2.0,2.0,5,4,7,9,5,9,1,3.0,31.0,1.0,3.0,1,1,1,2,100000.0,3,3,2,1,2,0,1,0.0,3,1988.0,1964.0,1988.0,10.0,4.0,2.0,60000.0,1.0,3.0,1.0,1944,8,4,1,1946,4,1,1,2,2,4,2,100000.0,5,4,5,2,5,4,2,5,4,4,-8,4,2,4,80,90.0,98,80,60.0,80,80,80,80,6,2015,4,18,10,5,49
1,5,8,24,2,1947,1,0,4,1,-1.0,-1.0,0,1,0,75.0,4,158,87,2,2,2,2,2.0,1,1,4,3,1,1,3,5,5,5,5,5,5,5,3,5,5,5,2,4,1,4.0,5.0,2,4,4,4,5,4,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,60000.0,2,3,1,2,2,1,0,0.0,3,1966.0,1942.0,1966.0,1.0,1.0,2.0,20000.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,3,4,3,5000.0,4,4,4,3,3,4,3,3,3,3,3,3,3,3,60,70.0,50,60,70.0,50,60,70,80,1,2015,3,16,8,4,68
2,29,84,127,2,1946,1,1,1,1,-1.0,-1.0,2000,1,0,60.0,2,150,85,4,4,4,4,1.0,1,1,1,4,1,1,1,5,4,5,5,3,2,5,5,5,2,5,4,4,1,1.0,7.0,3,4,5,4,6,2,1,2.0,15.0,1.0,4.0,1,2,-8,-8,-2.0,2,4,2,1,1,2,1,1.0,3,1966.0,1944.0,1966.0,4.0,4.0,4.0,40000.0,5.0,-1.0,-1.0,-2,1,1,2,1925,1,1,2,1,1,4,2,5000.0,5,4,4,4,5,-8,4,-8,-8,-8,-8,-8,2,5,80,80.0,80,80,80.0,90,80,80,80,0,2015,3,16,7,4,69
1,13,37,68,2,1978,1,1,1,10,4.0,1998.0,0,1,0,90.0,4,163,120,5,5,5,1,1.0,4,4,1,4,4,1,1,2,2,1,5,3,3,1,3,4,3,1,3,3,2,3.0,3.0,3,4,5,3,8,5,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,150000.0,4,3,2,1,2,1,1,2.0,3,2001.0,1975.0,2001.0,7.0,1.0,2.0,150000.0,1.0,1.0,1.0,-2,4,1,9,1953,6,1,9,2,1,3,3,100000.0,3,3,3,3,3,3,3,3,3,3,-8,3,2,3,75,50.0,20,25,65.0,50,50,50,60,4,2015,3,10,9,2,37
2,21,64,102,2,1970,1,1,1,3,2.0,-1.0,1500,1,0,400.0,4,168,124,2,3,4,1,1.0,1,1,1,3,1,1,1,5,4,4,5,4,3,4,1,5,5,5,5,4,2,1.0,5.0,1,2,4,6,-8,2,2,-1.0,-1.0,-1.0,-1.0,1,1,2,2,63000.0,3,3,1,2,2,1,0,0.0,3,1992.0,1970.0,1992.0,4.0,1.0,1.0,1500.0,2.0,-1.0,-1.0,1940,1,1,2,1944,1,1,2,2,3,4,2,10000.0,4,4,3,-8,5,3,3,3,-8,4,-8,4,1,5,50,50.0,70,50,50.0,60,65,60,60,1,2015,3,16,7,4,45
